TransactionID,Transaction,CustomerID,Mobile_number,Customer Name,Age,Billing Without GST,Billing With GST,Date
TI0233,"['Mobile-phone', 'Screen-Protector', 'Sim']",CUST010,7023711090,Ballentine,23,45450,50904,4/7/2017
TI0234,"['Mobile-phone', 'Sim']",CUST022,7023711078,Safer,28,45150,50568,4/7/2017
TI0235,"['SD-card', 'Cover-Case']",CUST012,7023711088,Ballinamore,24,2350,2632,4/7/2017
TI0236,"['Earphones', 'Sim', 'Screen-Protector', 'Mobile-phone']",CUST028,7023711072,Sagittarius,30,47950,53704,4/8/2017
TI0237,"['Earphones', 'Screen-Protector', 'Mobile-phone']",CUST020,7023711080,Saeed,27,47800,53536,4/9/2017
TI0238,"['Earphones', 'SD-card', 'Screen-Protector']",CUST031,7023711069,Sahadev,54,4050,4536,4/9/2017
TI0239,"['Earphones', 'SD-card', 'Screen-Protector']",CUST026,7023711074,Sagaz,29,4050,4536,4/9/2017
TI0240,"['Earphones', 'SD-card', 'Sim', 'Mobile-phone']",CUST038,7023711062,Sakima,55,48900,54768,4/9/2017
TI0241,"['Sim', 'Mobile-phone']",CUST014,7023711086,Baltasar,25,45150,50568,4/10/2017
TI0242,"['Earphones', 'SD-card', 'Screen-Protector', 'Sim']",CUST029,7023711071,Sagiv,30,4200,4704,4/11/2017
TI0243,"['Earphones', 'Cover-Case', 'Screen-Protector', 'Sim']",CUST023,7023711077,Safyr,28,4050,4536,4/11/2017
TI0244,"['Earphones', 'SD-card', 'Cover-Case']",CUST020,7023711080,Saeed,27,4850,5432,4/11/2017
TI0245,"['Earphones', 'Screen-Protector']",CUST011,7023711089,Ballerd,24,2800,3136,4/11/2017
TI0246,"['Power-Bank', 'SD-card', 'Screen-Protector', 'Sim']",CUST016,7023711084,Balthazar,25,4200,4704,4/11/2017
TI0247,"['Earphones', 'Mobile-phone', 'Sim']",CUST033,7023711067,Sahen,57,47650,53368,4/11/2017
TI0248,"['SD-card', 'Screen-Protector', 'Sim']",CUST028,7023711072,Sagittarius,30,1700,1904,4/12/2017
TI0249,"['SD-card', 'Screen-Protector', 'Mobile-phone']",CUST027,7023711073,Sage,29,46550,52136,4/13/2017
TI0250,"['Earphones', 'Screen-Protector', 'Mobile-phone']",CUST027,7023711073,Sage,29,47800,53536,4/13/2017
TI0251,"['Earphones', 'SD-card', 'Cover-Case', 'Mobile-phone']",CUST017,7023711083,Balthazzar,26,49850,55832,4/13/2017
TI0252,"['SD-card', 'Mobile-phone']",CUST032,7023711068,Sahale,56,46250,51800,4/13/2017
TI0253,"['SD-card', 'Cover-Case', 'Mobile-phone']",CUST030,7023711070,Sago,31,47350,53032,4/13/2017
TI0254,"['Power-Bank', 'Mobile-phone', 'Cover-Case', 'Sim']",CUST035,7023711065,Said,50,48750,54600,4/14/2017
TI0255,"['SD-card', 'Cover-Case', 'Mobile-phone']",CUST032,7023711068,Sahale,56,47350,53032,4/15/2017
TI0256,"['SD-card', 'Screen-Protector', 'Mobile-phone']",CUST024,7023711076,Saga,28,46550,52136,4/15/2017
TI0257,"['Mobile-phone', 'Screen-Protector', 'Sim']",CUST030,7023711070,Sago,31,45450,50904,4/15/2017
TI0258,"['SD-card', 'Screen-Protector', 'Mobile-phone']",CUST004,7023711096,Aamer,11,46550,52136,4/15/2017
TI0259,"['Mobile-phone', 'Sim']",CUST038,7023711062,Sakima,55,45150,50568,4/16/2017
TI0260,"['Earphones', 'SD-card', 'Sim']",CUST016,7023711084,Balthazar,25,3900,4368,4/17/2017
TI0261,"['Earphones', 'Cover-Case', 'Screen-Protector', 'Sim']",CUST007,7023711093,Aaren,12,4050,4536,4/17/2017
TI0262,"['Earphones', 'SD-card', 'Sim']",CUST003,7023711097,Aalam,10,3900,4368,4/17/2017
TI0263,"['SD-card', 'Sim', 'Mobile-phone']",CUST027,7023711073,Sage,29,46400,51968,4/18/2017
TI0264,"['SD-card', 'Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST009,7023711091,Ballard,12,47650,53368,4/19/2017
TI0265,"['Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST030,7023711070,Sago,31,46400,51968,4/19/2017
TI0266,"['SD-card', 'Mobile-phone']",CUST014,7023711086,Baltasar,25,46250,51800,4/19/2017
TI0267,"['Earphones', 'Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST016,7023711084,Balthazar,25,48900,54768,4/19/2017
TI0268,"['Screen-Protector', 'Sim']",CUST015,7023711085,Baltazar,25,450,504,4/19/2017
TI0269,"['Earphones', 'SD-card', 'Sim', 'Mobile-phone']",CUST031,7023711069,Sahadev,54,48900,54768,4/20/2017
TI0270,"['Earphones', 'SD-card', 'Sim', 'Mobile-phone']",CUST040,7023711060,Salamon,58,48900,54768,4/21/2017
TI0271,"['Screen-Protector', 'Mobile-phone']",CUST037,7023711063,Saje,53,45300,50736,4/21/2017
TI0272,"['Sim', 'Mobile-phone']",CUST003,7023711097,Aalam,10,45150,50568,4/21/2017
TI0273,"['Cover-Case', 'Screen-Protector']",CUST005,7023711095,Aamir,11,1400,1568,4/22/2017
TI0274,"['SD-card', 'Sim']",CUST024,7023711076,Saga,28,1400,1568,4/23/2017
TI0275,"['SD-card', 'Mobile-phone']",CUST034,7023711066,Sahib,59,46250,51800,4/23/2017
TI0276,"['Screen-Protector', 'Mobile-phone']",CUST033,7023711067,Sahen,57,45300,50736,4/23/2017
TI0277,"['Screen-Protector', 'Sim']",CUST027,7023711073,Sage,29,450,504,4/23/2017
TI0278,"['Power-Bank', 'Screen-Protector']",CUST035,7023711065,Said,50,2800,3136,4/23/2017
TI0279,['Cover-Case'],CUST024,7023711076,Saga,28,1100,1232,4/23/2017
TI0280,['Screen-Protector'],CUST021,7023711079,Safak,27,300,336,4/24/2017
TI0281,"['SD-card', 'Mobile-phone']",CUST001,7023711099,Aahron,10,46250,51800,4/25/2017
TI0282,"['Mobile-phone', 'Sim']",CUST034,7023711066,Sahib,59,45150,50568,4/25/2017
TI0283,"['Earphones', 'Sim']",CUST008,7023711092,Ballad,12,2650,2968,4/25/2017
TI0284,"['Sim', 'Mobile-phone']",CUST014,7023711086,Baltasar,25,45150,50568,4/25/2017
TI0285,['Mobile-phone'],CUST024,7023711076,Saga,28,45000,50400,4/25/2017
TI0286,['SD-card'],CUST012,7023711088,Ballinamore,24,1250,1400,4/25/2017
TI0287,"['SD-card', 'Mobile-phone']",CUST039,7023711061,Sal,56,46250,51800,4/26/2017
TI0288,"['SD-card', 'Sim']",CUST040,7023711060,Salamon,58,1400,1568,4/27/2017
TI0289,['Sim'],CUST005,7023711095,Aamir,11,150,168,4/27/2017
TI0290,['SD-card'],CUST033,7023711067,Sahen,57,1250,1400,4/27/2017
TI0291,"['Cover-Case', 'Sim']",CUST015,7023711085,Baltazar,25,1250,1400,4/27/2017
TI0292,"['Mobile-phone', 'Sim']",CUST015,7023711085,Baltazar,25,45150,50568,4/28/2017
TI0293,['SD-card'],CUST015,7023711085,Baltazar,25,1250,1400,4/29/2017
TI0294,['SD-card'],CUST036,7023711064,Saiyid,52,1250,1400,4/29/2017
TI0295,"['Mobile-phone', 'Sim']",CUST011,7023711089,Ballerd,24,45150,50568,4/29/2017
TI0296,['SD-card'],CUST037,7023711063,Saje,53,1250,1400,4/29/2017
TI0297,['Mobile-phone'],CUST029,7023711071,Sagiv,30,45000,50400,4/30/2017
TI0298,"['Mobile-phone', 'Sim']",CUST009,7023711091,Ballard,12,45150,50568,5/1/2017
TI0299,"['Power-Bank', 'Mobile-phone']",CUST001,7023711099,Aahron,10,47500,53200,5/1/2017
TI0300,"['Earphones', 'SD-card']",CUST026,7023711074,Sagaz,29,3750,4200,5/1/2017
TI0301,"['Sim', 'Mobile-phone']",CUST024,7023711076,Saga,28,45150,50568,5/2/2017
TI0302,"['Power-Bank', 'Sim']",CUST007,7023711093,Aaren,12,2650,2968,5/3/2017
TI0303,"['Earphones', 'Sim']",CUST005,7023711095,Aamir,11,2650,2968,5/3/2017
TI0304,"['Earphones', 'SD-card']",CUST039,7023711061,Sal,56,3750,4200,5/3/2017
TI0305,['Mobile-phone'],CUST018,7023711082,Baltsaros,26,45000,50400,5/4/2017
TI0306,"['Earphones', 'SD-card']",CUST031,7023711069,Sahadev,54,3750,4200,5/5/2017
TI0307,"['Earphones', 'SD-card']",CUST001,7023711099,Aahron,10,3750,4200,5/5/2017
TI0308,"['Screen-Protector', 'Mobile-phone']",CUST011,7023711089,Ballerd,24,45300,50736,5/6/2017
TI0309,"['Sim', 'Mobile-phone']",CUST018,7023711082,Baltsaros,26,45150,50568,5/7/2017
TI0310,"['Earphones', 'Mobile-phone']",CUST015,7023711085,Baltazar,25,47500,53200,5/7/2017
TI0311,['Sim'],CUST025,7023711075,Sagar,29,150,168,5/8/2017
TI0312,"['Screen-Protector', 'Sim']",CUST038,7023711062,Sakima,55,450,504,5/9/2017
TI0313,"['Mobile-phone', 'Sim']",CUST021,7023711079,Safak,27,45150,50568,5/9/2017
TI0314,"['Sim', 'Mobile-phone']",CUST037,7023711063,Saje,53,45150,50568,5/9/2017
TI0315,"['Sim', 'Mobile-phone']",CUST022,7023711078,Safer,28,45150,50568,5/9/2017
TI0316,"['Screen-Protector', 'Sim']",CUST032,7023711068,Sahale,56,450,504,5/10/2017
TI0317,"['Earphones', 'Screen-Protector']",CUST009,7023711091,Ballard,12,2800,3136,5/11/2017
TI0318,"['Earphones', 'Screen-Protector']",CUST017,7023711083,Balthazzar,26,2800,3136,5/11/2017
TI0319,"['SD-card', 'Mobile-phone']",CUST023,7023711077,Safyr,28,46250,51800,5/11/2017
TI0320,"['Earphones', 'Mobile-phone']",CUST003,7023711097,Aalam,10,47500,53200,5/11/2017
TI0321,"['Cover-Case', 'Mobile-phone']",CUST032,7023711068,Sahale,56,46100,51632,5/12/2017
TI0322,"['SD-card', 'Screen-Protector']",CUST009,7023711091,Ballard,12,1550,1736,5/13/2017
TI0323,"['SD-card', 'Mobile-phone']",CUST039,7023711061,Sal,56,46250,51800,5/13/2017
TI0324,"['SD-card', 'Cover-Case']",CUST007,7023711093,Aaren,12,2350,2632,5/13/2017
TI0325,"['SD-card', 'Cover-Case']",CUST023,7023711077,Safyr,28,2350,2632,5/14/2017
TI0326,"['SD-card', 'Screen-Protector']",CUST038,7023711062,Sakima,55,1550,1736,5/15/2017
TI0327,"['Earphones', 'Screen-Protector']",CUST024,7023711076,Saga,28,2800,3136,5/15/2017
TI0328,"['Screen-Protector', 'Mobile-phone']",CUST019,7023711081,Sady,27,45300,50736,5/15/2017
TI0329,"['Cover-Case', 'Mobile-phone']",CUST033,7023711067,Sahen,57,46100,51632,5/16/2017
TI0330,['Mobile-phone'],CUST019,7023711081,Sady,27,45000,50400,5/17/2017
TI0331,"['Sim', 'Mobile-phone']",CUST022,7023711078,Safer,28,45150,50568,5/17/2017
TI0332,"['Earphones', 'Screen-Protector']",CUST033,7023711067,Sahen,57,2800,3136,5/17/2017
TI0333,['Earphones'],CUST006,7023711094,Aaran,11,2500,2800,5/18/2017
TI0334,"['Power-Bank', 'Sim']",CUST009,7023711091,Ballard,12,2650,2968,5/19/2017
TI0335,"['SD-card', 'Sim']",CUST001,7023711099,Aahron,10,1400,1568,5/19/2017
TI0336,"['SD-card', 'Cover-Case']",CUST026,7023711074,Sagaz,29,2350,2632,5/19/2017
TI0337,"['Screen-Protector', 'Mobile-phone']",CUST034,7023711066,Sahib,59,45300,50736,5/19/2017
TI0338,"['Cover-Case', 'Screen-Protector']",CUST025,7023711075,Sagar,29,1400,1568,5/19/2017
TI0339,['Cover-Case'],CUST021,7023711079,Safak,27,1100,1232,5/19/2017
TI0340,['SD-card'],CUST029,7023711071,Sagiv,30,1250,1400,5/20/2017
TI0341,"['Screen-Protector', 'Sim']",CUST001,7023711099,Aahron,10,450,504,5/21/2017
TI0342,"['Cover-Case', 'Sim']",CUST003,7023711097,Aalam,10,1250,1400,5/21/2017
TI0343,"['Mobile-phone', 'Sim']",CUST011,7023711089,Ballerd,24,45150,50568,5/21/2017
TI0344,['Sim'],CUST010,7023711090,Ballentine,23,150,168,5/22/2017
TI0345,"['Screen-Protector', 'Mobile-phone']",CUST005,7023711095,Aamir,11,45300,50736,5/23/2017
TI0346,"['Earphones', 'Mobile-phone']",CUST040,7023711060,Salamon,58,47500,53200,5/23/2017
TI0347,"['SD-card', 'Mobile-phone']",CUST027,7023711073,Sage,29,46250,51800,5/24/2017
TI0348,"['Power-Bank', 'Mobile-phone']",CUST029,7023711071,Sagiv,30,47500,53200,5/25/2017
TI0349,"['Earphones', 'Sim']",CUST031,7023711069,Sahadev,54,2650,2968,5/25/2017
TI0350,['Mobile-phone'],CUST001,7023711099,Aahron,10,45000,50400,5/25/2017
TI0351,['Screen-Protector'],CUST005,7023711095,Aamir,11,300,336,5/25/2017
TI0352,"['Earphones', 'Mobile-phone']",CUST002,7023711098,Aakash,10,47500,53200,5/26/2017
TI0353,"['Mobile-phone', 'Sim']",CUST038,7023711062,Sakima,55,45150,50568,5/27/2017
TI0354,"['Screen-Protector', 'Sim']",CUST034,7023711066,Sahib,59,450,504,5/27/2017
TI0355,"['Cover-Case', 'Sim']",CUST031,7023711069,Sahadev,54,1250,1400,5/27/2017
TI0356,"['Sim', 'Mobile-phone']",CUST021,7023711079,Safak,27,45150,50568,5/27/2017
TI0357,"['Mobile-phone', 'Sim']",CUST039,7023711061,Sal,56,45150,50568,5/28/2017
TI0358,"['Mobile-phone', 'Sim']",CUST028,7023711072,Sagittarius,30,45150,50568,5/29/2017
TI0359,"['Screen-Protector', 'Mobile-phone']",CUST003,7023711097,Aalam,10,45300,50736,5/29/2017
TI0360,"['Power-Bank', 'Mobile-phone']",CUST021,7023711079,Safak,27,47500,53200,5/29/2017
TI0361,"['Cover-Case', 'Sim']",CUST016,7023711084,Balthazar,25,1250,1400,5/29/2017
TI0362,"['Earphones', 'Sim']",CUST009,7023711091,Ballard,12,2650,2968,5/29/2017
TI0363,"['SD-card', 'Sim']",CUST040,7023711060,Salamon,58,1400,1568,5/30/2017
TI0364,"['Mobile-phone', 'Sim']",CUST019,7023711081,Sady,27,45150,50568,5/31/2017
TI0365,['Cover-Case'],CUST031,7023711069,Sahadev,54,1100,1232,5/31/2017
TI0366,"['Sim', 'Mobile-phone']",CUST004,7023711096,Aamer,11,45150,50568,5/31/2017
TI0367,"['Cover-Case', 'Mobile-phone']",CUST011,7023711089,Ballerd,24,46100,51632,6/1/2017
TI0368,['Mobile-phone'],CUST002,7023711098,Aakash,10,45000,50400,6/2/2017
TI0369,"['Screen-Protector', 'Sim']",CUST029,7023711071,Sagiv,30,450,504,6/2/2017
TI0370,"['Mobile-phone', 'Sim']",CUST032,7023711068,Sahale,56,45150,50568,6/3/2017
TI0371,"['SD-card', 'Mobile-phone']",CUST015,7023711085,Baltazar,25,46250,51800,6/4/2017
TI0372,"['SD-card', 'Cover-Case', 'Sim']",CUST036,7023711064,Saiyid,52,2500,2800,6/4/2017
TI0373,"['SD-card', 'Screen-Protector', 'Mobile-phone']",CUST020,7023711080,Saeed,27,46550,52136,6/4/2017
TI0374,"['Screen-Protector', 'Sim']",CUST025,7023711075,Sagar,29,450,504,6/4/2017
TI0375,"['SD-card', 'Mobile-phone']",CUST008,7023711092,Ballad,12,46250,51800,6/4/2017
TI0376,"['Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST004,7023711096,Aamer,11,46400,51968,6/5/2017
TI0377,"['Cover-Case', 'Mobile-phone']",CUST036,7023711064,Saiyid,52,46100,51632,6/6/2017
TI0378,"['Screen-Protector', 'Sim']",CUST038,7023711062,Sakima,55,450,504,6/6/2017
TI0379,"['SD-card', 'Screen-Protector', 'Mobile-phone']",CUST006,7023711094,Aaran,11,46550,52136,6/6/2017
TI0380,"['Power-Bank', 'Cover-Case']",CUST007,7023711093,Aaren,12,3600,4032,6/6/2017
TI0381,"['Power-Bank', 'Cover-Case']",CUST017,7023711083,Balthazzar,26,3600,4032,6/6/2017
TI0382,"['Mobile-phone', 'Sim']",CUST031,7023711069,Sahadev,54,45150,50568,6/7/2017
TI0383,"['Cover-Case', 'Sim']",CUST020,7023711080,Saeed,27,1250,1400,6/8/2017
TI0384,"['Screen-Protector', 'Mobile-phone']",CUST038,7023711062,Sakima,55,45300,50736,6/8/2017
TI0385,"['SD-card', 'Screen-Protector']",CUST027,7023711073,Sage,29,1550,1736,6/8/2017
TI0386,"['SD-card', 'Sim']",CUST019,7023711081,Sady,27,1400,1568,6/8/2017
TI0387,"['SD-card', 'Sim']",CUST002,7023711098,Aakash,10,1400,1568,6/8/2017
TI0388,"['Earphones', 'Cover-Case', 'Mobile-phone']",CUST031,7023711069,Sahadev,54,48600,54432,6/8/2017
TI0389,"['SD-card', 'Sim']",CUST022,7023711078,Safer,28,1400,1568,6/9/2017
TI0390,['Mobile-phone'],CUST038,7023711062,Sakima,55,45000,50400,6/10/2017
TI0391,"['Power-Bank', 'Mobile-phone']",CUST008,7023711092,Ballad,12,47500,53200,6/10/2017
TI0392,"['Mobile-phone', 'Cover-Case', 'Sim']",CUST010,7023711090,Ballentine,23,46250,51800,6/11/2017
TI0393,"['Sim', 'Screen-Protector', 'Mobile-phone']",CUST025,7023711075,Sagar,29,45450,50904,6/12/2017
TI0394,"['Earphones', 'Screen-Protector', 'Sim']",CUST019,7023711081,Sady,27,2950,3304,6/12/2017
TI0395,"['Earphones', 'Screen-Protector', 'Sim']",CUST031,7023711069,Sahadev,54,2950,3304,6/12/2017
TI0396,"['SD-card', 'Sim']",CUST008,7023711092,Ballad,12,1400,1568,6/12/2017
TI0397,"['Power-Bank', 'Screen-Protector', 'Sim']",CUST015,7023711085,Baltazar,25,2950,3304,6/12/2017
TI0398,"['Mobile-phone', 'Screen-Protector', 'Sim']",CUST030,7023711070,Sago,31,45450,50904,6/12/2017
TI0399,"['Screen-Protector', 'Sim']",CUST035,7023711065,Said,50,450,504,6/13/2017
TI0400,"['SD-card', 'Mobile-phone']",CUST022,7023711078,Safer,28,46250,51800,6/14/2017
TI0401,['Mobile-phone'],CUST028,7023711072,Sagittarius,30,45000,50400,6/14/2017
TI0402,"['Earphones', 'Cover-Case']",CUST006,7023711094,Aaran,11,3600,4032,6/14/2017
TI0403,"['Screen-Protector', 'Sim']",CUST020,7023711080,Saeed,27,450,504,6/14/2017
TI0404,"['Earphones', 'SD-card', 'Cover-Case']",CUST002,7023711098,Aakash,10,4850,5432,6/14/2017
TI0405,"['SD-card', 'Sim', 'Mobile-phone']",CUST009,7023711091,Ballard,12,46400,51968,6/15/2017
TI0406,"['Screen-Protector', 'Mobile-phone']",CUST033,7023711067,Sahen,57,45300,50736,6/16/2017
TI0407,"['SD-card', 'Mobile-phone', 'Sim']",CUST017,7023711083,Balthazzar,26,46400,51968,6/16/2017
TI0408,"['Earphones', 'SD-card', 'Sim']",CUST007,7023711093,Aaren,12,3900,4368,6/17/2017
TI0409,"['Earphones', 'Screen-Protector', 'Sim']",CUST017,7023711083,Balthazzar,26,2950,3304,6/18/2017
TI0410,"['Earphones', 'Sim']",CUST017,7023711083,Balthazzar,26,2650,2968,6/18/2017
TI0411,"['Screen-Protector', 'Sim']",CUST034,7023711066,Sahib,59,450,504,6/18/2017
TI0412,"['Cover-Case', 'Screen-Protector']",CUST008,7023711092,Ballad,12,1400,1568,6/18/2017
TI0413,"['Earphones', 'Screen-Protector', 'Sim']",CUST019,7023711081,Sady,27,2950,3304,6/18/2017
TI0414,"['Earphones', 'Mobile-phone']",CUST037,7023711063,Saje,53,47500,53200,6/19/2017
TI0415,"['Earphones', 'Cover-Case', 'Mobile-phone']",CUST021,7023711079,Safak,27,48600,54432,6/20/2017
TI0416,"['Sim', 'Screen-Protector', 'Mobile-phone']",CUST021,7023711079,Safak,27,45450,50904,6/20/2017
TI0417,"['Earphones', 'Screen-Protector', 'Sim']",CUST019,7023711081,Sady,27,2950,3304,6/20/2017
TI0418,"['Mobile-phone', 'Sim']",CUST007,7023711093,Aaren,12,45150,50568,6/20/2017
TI0419,['Mobile-phone'],CUST005,7023711095,Aamir,11,45000,50400,6/20/2017
TI0420,"['Earphones', 'SD-card', 'Mobile-phone']",CUST029,7023711071,Sagiv,30,48750,54600,6/21/2017
TI0421,"['Cover-Case', 'Screen-Protector']",CUST009,7023711091,Ballard,12,1400,1568,6/22/2017
TI0422,"['Sim', 'Mobile-phone']",CUST038,7023711062,Sakima,55,45150,50568,6/22/2017
TI0423,"['Earphones', 'SD-card', 'Screen-Protector']",CUST037,7023711063,Saje,53,4050,4536,6/22/2017
TI0424,"['SD-card', 'Mobile-phone']",CUST022,7023711078,Safer,28,46250,51800,6/22/2017
TI0425,"['Power-Bank', 'SD-card', 'Mobile-phone']",CUST011,7023711089,Ballerd,24,48750,54600,6/22/2017
TI0426,"['Mobile-phone', 'Sim']",CUST033,7023711067,Sahen,57,45150,50568,6/23/2017
TI0427,"['Earphones', 'Screen-Protector', 'Mobile-phone']",CUST038,7023711062,Sakima,55,47800,53536,6/24/2017
TI0428,"['SD-card', 'Sim', 'Mobile-phone']",CUST038,7023711062,Sakima,55,46400,51968,6/24/2017
TI0429,"['Earphones', 'SD-card', 'Sim']",CUST021,7023711079,Safak,27,3900,4368,6/24/2017
TI0430,"['Power-Bank', 'Screen-Protector', 'Sim']",CUST025,7023711075,Sagar,29,2950,3304,6/24/2017
TI0431,"['SD-card', 'Mobile-phone', 'Sim']",CUST015,7023711085,Baltazar,25,46400,51968,6/25/2017
TI0432,"['SD-card', 'Sim', 'Mobile-phone']",CUST005,7023711095,Aamir,11,46400,51968,6/26/2017
TI0433,"['Earphones', 'Sim']",CUST007,7023711093,Aaren,12,2650,2968,6/26/2017
TI0434,"['Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST003,7023711097,Aalam,10,46400,51968,6/27/2017
TI0435,"['Cover-Case', 'Screen-Protector', 'Mobile-phone']",CUST025,7023711075,Sagar,29,46400,51968,6/28/2017
TI0436,"['Cover-Case', 'Screen-Protector']",CUST006,7023711094,Aaran,11,1400,1568,6/29/2017
TI0437,"['Power-Bank', 'SD-card', 'Sim']",CUST034,7023711066,Sahib,59,3900,4368,6/30/2017
TI0438,"['SD-card', 'Screen-Protector', 'Sim']",CUST021,7023711079,Safak,27,1700,1904,7/1/2017
TI0439,"['Mobile-phone', 'Sim']",CUST010,7023711090,Ballentine,23,45150,50568,7/2/2017
TI0440,"['Screen-Protector', 'Sim']",CUST016,7023711084,Balthazar,25,450,504,7/3/2017
